time has : 
PSE,1193,321,0.269069572506
RFD,1128,279,0.247340425532
ADQ,1116,279,0.25
SCC,1065,303,0.284507042254
STX,846,215,0.254137115839
BLI,789,124,0.157160963245
BPT,709,142,0.200282087447
CDC,702,102,0.145299145299
AKN,674,299,0.443620178042
ILG,633,284,0.448657187994
WYS,522,87,0.166666666667
TEX,479,114,0.237995824635
DLG,424,163,0.384433962264
ACK,410,216,0.526829268293
LWB,387,145,0.374677002584
SOP,245,95,0.387755102041
ADK,175,96,0.548571428571
GST,162,62,0.382716049383
OAJ,117,36,0.307692307692
TTN,98,29,0.295918367347
HKY,73,16,0.219178082192
HVN,6,0,0.0
CKB,1,0,0.0
